Profiling result from test run Test Main V1 exported at Wed Sep 28 15:46:54 CEST 2011;

time stamp [nano secs];event;power rate [mW];avg power rate [mW];avg power rate in interval [mW];
1316359322682727936;;57831;36383,20456078712;40450,76158354223;
1316359322782268160;;56875;36383,20456078712;40450,76158354223;
1316359322883804928;;56875;36383,20456078712;40450,76158354223;
1316359322982980096;;55038;36383,20456078712;40450,76158354223;
1316359323083288832;;54293;36383,20456078712;40450,76158354223;
1316359323188663040;;52543;36383,20456078712;40450,76158354223;
1316359323288696064;;52151;36383,20456078712;40450,76158354223;
1316359323390400000;;49025;36383,20456078712;40450,76158354223;
1316359323399805952;;42479;36383,20456078712;40450,76158354223;
1316359323502628096;;45949;36383,20456078712;40450,76158354223;
1316359323603833088;;45949;36383,20456078712;40450,76158354223;
1316359323704726016;;45520;36383,20456078712;40450,76158354223;
1316359323804847872;;40455;36383,20456078712;40450,76158354223;
1316359323814710016;;40894;36383,20456078712;40450,76158354223;
1316359323917534208;;43264;36383,20456078712;40450,76158354223;
1316359324016534016;;43287;36383,20456078712;40450,76158354223;
1316359324024689920;;43169;36383,20456078712;40450,76158354223;
1316359324131483136;;43417;36383,20456078712;40450,76158354223;
1316359324142377984;;43507;36383,20456078712;40450,76158354223;
1316359324242433024;;43507;36383,20456078712;40450,76158354223;
1316359324249038080;;49512;36383,20456078712;40450,76158354223;
1316359324351630848;;52966;36383,20456078712;40450,76158354223;
1316359324455965952;;54164;36383,20456078712;40450,76158354223;
1316359324558825984;;54272;36383,20456078712;40450,76158354223;
1316359324658415104;;48087;36383,20456078712;40450,76158354223;
1316359324758884864;;46414;36383,20456078712;40450,76158354223;
1316359324860555776;;43029;36383,20456078712;40450,76158354223;
1316359324962397952;;41925;36383,20456078712;40450,76158354223;
1316359325069481984;;38621;36383,20456078712;40450,76158354223;
1316359325168893952;;40218;36383,20456078712;40450,76158354223;
1316359325369920000;;45284;36383,20456078712;40450,76158354223;
1316359325469899008;;47265;36383,20456078712;40450,76158354223;
1316359325572588032;;47627;36383,20456078712;40450,76158354223;
1316359325672617984;;44495;36383,20456078712;40450,76158354223;
1316359325778984960;;42961;36383,20456078712;40450,76158354223;
1316359325886558976;;40649;36383,20456078712;40450,76158354223;
1316359325994843904;;42008;36383,20456078712;40450,76158354223;
1316359326094870016;;42411;36383,20456078712;40450,76158354223;
1316359326195982848;;42138;36383,20456078712;40450,76158354223;
1316359326296550144;;42088;36383,20456078712;40450,76158354223;
1316359326398680832;;42553;36383,20456078712;40450,76158354223;
1316359326503642112;;41646;36383,20456078712;40450,76158354223;
1316359326603956992;;41662;36383,20456078712;40450,76158354223;
1316359326798635008;;39076;36383,20456078712;40450,76158354223;
1316359326898884096;;37242;36383,20456078712;40450,76158354223;
1316359327004666112;;40377;36383,20456078712;40450,76158354223;
1316359327105353216;;36365;36383,20456078712;40450,76158354223;
1316359327204014080;;35466;36383,20456078712;40450,76158354223;
1316359327305444096;;35466;36383,20456078712;40450,76158354223;
1316359327410407168;;30179;36383,20456078712;40450,76158354223;
1316359327510493952;;30211;36383,20456078712;40450,76158354223;
1316359327608654848;;29869;36383,20456078712;40450,76158354223;
1316359327797485056;;29755;36383,20456078712;40450,76158354223;
1316359327899641088;;29755;36383,20456078712;40450,76158354223;
1316359327909030912;;26753;36383,20456078712;40450,76158354223;
1316359328003890944;;22539;36383,20456078712;40450,76158354223;
1316359328101825024;;21799;36383,20456078712;40450,76158354223;
1316359328200813056;;20339;36383,20456078712;40450,76158354223;
1316359328207556096;;22518;36383,20456078712;40450,76158354223;
1316359328304567040;;24436;36383,20456078712;40450,76158354223;
1316359328311971072;;24324;36383,20456078712;40450,76158354223;
1316359328848057088;;23859;36383,20456078712;40450,76158354223;
1316359328859916032;;23106;36383,20456078712;40450,76158354223;
1316359329067270144;executed sitDown #1;23062;36383,20456078712;23043,51281902234;
1316359329088468992;;23044;36383,20456078712;23043,51281902234;
1316359329221411072;End;23040;36383,20456078712;NaN;
