Profiling result from test run Test profileMain exported at Thu Sep 29 08:09:53 CEST 2011;

time stamp [nano secs];event;power rate [mW];avg power rate [mW];avg power rate in interval [mW];
1316418504427544064;;38482;38119.11429788512;39178.575743803834;
1316418504458108928;;38413;38119.11429788512;39178.575743803834;
1316418504508239104;;38459;38119.11429788512;39178.575743803834;
1316418504531017984;;38413;38119.11429788512;39178.575743803834;
1316418504538238976;;38436;38119.11429788512;39178.575743803834;
1316418504562318080;;38477;38119.11429788512;39178.575743803834;
1316418504612867072;;38408;38119.11429788512;39178.575743803834;
1316418504635092992;;38408;38119.11429788512;39178.575743803834;
1316418504676107776;;38477;38119.11429788512;39178.575743803834;
1316418504703447040;;38546;38119.11429788512;39178.575743803834;
1316418504725091072;;38546;38119.11429788512;39178.575743803834;
1316418504752365056;;38546;38119.11429788512;39178.575743803834;
1316418504774304000;;38546;38119.11429788512;39178.575743803834;
1316418504803172096;;38564;38119.11429788512;39178.575743803834;
1316418504856583168;;38559;38119.11429788512;39178.575743803834;
1316418504883847936;;38559;38119.11429788512;39178.575743803834;
1316418504950535168;;38559;38119.11429788512;39178.575743803834;
1316418504962925824;;38559;38119.11429788512;39178.575743803834;
1316418504984657920;;38559;38119.11429788512;39178.575743803834;
1316418505009848064;;38582;38119.11429788512;39178.575743803834;
1316418505032768000;;38559;38119.11429788512;39178.575743803834;
1316418505057348864;;38513;38119.11429788512;39178.575743803834;
1316418505082647040;;38559;38119.11429788512;39178.575743803834;
1316418505143565824;;38582;38119.11429788512;39178.575743803834;
1316418505195288832;;38605;38119.11429788512;39178.575743803834;
1316418505225008896;;38582;38119.11429788512;39178.575743803834;
1316418505247057920;;38582;38119.11429788512;39178.575743803834;
1316418505294816000;;38582;38119.11429788512;39178.575743803834;
1316418505320776960;;38582;38119.11429788512;39178.575743803834;
1316418505358784000;;38628;38119.11429788512;39178.575743803834;
1316418505385725952;;38605;38119.11429788512;39178.575743803834;
1316418505408066048;;38582;38119.11429788512;39178.575743803834;
1316418505432961024;;38605;38119.11429788512;39178.575743803834;
1316418505457108992;;38600;38119.11429788512;39178.575743803834;
1316418505465352960;;38623;38119.11429788512;39178.575743803834;
1316418505489871104;;38646;38119.11429788512;39178.575743803834;
1316418505515511040;;38669;38119.11429788512;39178.575743803834;
1316418505538071040;;38669;38119.11429788512;39178.575743803834;
1316418505563987968;;38669;38119.11429788512;39178.575743803834;
1316418505587261952;;38669;38119.11429788512;39178.575743803834;
1316418505613042944;;38760;38119.11429788512;39178.575743803834;
1316418505637033984;;38691;38119.11429788512;39178.575743803834;
1316418505687310080;;38691;38119.11429788512;39178.575743803834;
1316418505708935936;;38760;38119.11429788512;39178.575743803834;
1316418505733105920;;38691;38119.11429788512;39178.575743803834;
1316418505757097984;;38783;38119.11429788512;39178.575743803834;
1316418505783591936;;38793;38119.11429788512;39178.575743803834;
1316418505807463936;;38770;38119.11429788512;39178.575743803834;
1316418505831528960;;38839;38119.11429788512;39178.575743803834;
1316418505838656000;;38839;38119.11429788512;39178.575743803834;
1316418505846833920;;38793;38119.11429788512;39178.575743803834;
1316418505872047872;;38793;38119.11429788512;39178.575743803834;
1316418505893891072;;38793;38119.11429788512;39178.575743803834;
1316418505920581120;;38793;38119.11429788512;39178.575743803834;
1316418505946212096;;38793;38119.11429788512;39178.575743803834;
1316418505969747968;;38725;38119.11429788512;39178.575743803834;
1316418506010761984;;38816;38119.11429788512;39178.575743803834;
1316418506036446208;;38798;38119.11429788512;39178.575743803834;
1316418506060587008;;38798;38119.11429788512;39178.575743803834;
1316418506084930816;;38776;38119.11429788512;39178.575743803834;
1316418506106849792;;38867;38119.11429788512;39178.575743803834;
1316418506134279936;;38770;38119.11429788512;39178.575743803834;
1316418506158906880;;38839;38119.11429788512;39178.575743803834;
1316418506188493056;;38862;38119.11429788512;39178.575743803834;
1316418506212794112;;38793;38119.11429788512;39178.575743803834;
1316418506235113984;;38862;38119.11429788512;39178.575743803834;
1316418506261893120;;38816;38119.11429788512;39178.575743803834;
1316418506268562176;;38742;38119.11429788512;39178.575743803834;
1316418506294043136;;38742;38119.11429788512;39178.575743803834;
1316418506315694080;;38742;38119.11429788512;39178.575743803834;
1316418506362520064;;38697;38119.11429788512;39178.575743803834;
1316418506378657024;;38788;38119.11429788512;39178.575743803834;
1316418506402742016;;38765;38119.11429788512;39178.575743803834;
1316418506426959104;;38697;38119.11429788512;39178.575743803834;
1316418506452990976;;38742;38119.11429788512;39178.575743803834;
1316418506474494976;;38811;38119.11429788512;39178.575743803834;
1316418506502230016;;38788;38119.11429788512;39178.575743803834;
1316418506524097792;;38814;38119.11429788512;39178.575743803834;
1316418506530834944;;38791;38119.11429788512;39178.575743803834;
1316418506556094976;;38791;38119.11429788512;39178.575743803834;
1316418506581294080;;38814;38119.11429788512;39178.575743803834;
1316418506605030912;;38722;38119.11429788512;39178.575743803834;
1316418506628925952;;38722;38119.11429788512;39178.575743803834;
1316418506636001024;;38722;38119.11429788512;39178.575743803834;
1316418506661474048;;38676;38119.11429788512;39178.575743803834;
1316418506686065920;;38699;38119.11429788512;39178.575743803834;
1316418506712244992;;38763;38119.11429788512;39178.575743803834;
1316418506734964992;;38740;38119.11429788512;39178.575743803834;
1316418506761127936;;38776;38119.11429788512;39178.575743803834;
1316418506783744000;;38707;38119.11429788512;39178.575743803834;
1316418506807909120;;38707;38119.11429788512;39178.575743803834;
1316418506830068992;;38730;38119.11429788512;39178.575743803834;
1316418506856035840;;38684;38119.11429788512;39178.575743803834;
1316418506882230016;;38679;38119.11429788512;39178.575743803834;
1316418506906009856;;38656;38119.11429788512;39178.575743803834;
1316418506930972160;;38656;38119.11429788512;39178.575743803834;
1316418506954916864;;38679;38119.11429788512;39178.575743803834;
1316418507035960064;;38679;38119.11429788512;39178.575743803834;
1316418507069896960;;38656;38119.11429788512;39178.575743803834;
1316418507105475072;;38702;38119.11429788512;39178.575743803834;
1316418507141357056;;38656;38119.11429788512;39178.575743803834;
1316418507151969024;;38656;38119.11429788512;39178.575743803834;
1316418507212120064;;38656;38119.11429788512;39178.575743803834;
1316418507252820992;;38610;38119.11429788512;39178.575743803834;
1316418507276684032;;38633;38119.11429788512;39178.575743803834;
1316418507298863872;;38587;38119.11429788512;39178.575743803834;
1316418507325496832;;38587;38119.11429788512;39178.575743803834;
1316418507351776000;;38633;38119.11429788512;39178.575743803834;
1316418507383152896;;38564;38119.11429788512;39178.575743803834;
1316418507406665984;;38610;38119.11429788512;39178.575743803834;
1316418507431959040;;38587;38119.11429788512;39178.575743803834;
1316418507454328064;;38587;38119.11429788512;39178.575743803834;
1316418507482331904;;38559;38119.11429788512;39178.575743803834;
1316418507503945984;;38559;38119.11429788512;39178.575743803834;
1316418507529952000;;38536;38119.11429788512;39178.575743803834;
1316418507538100992;;38536;38119.11429788512;39178.575743803834;
1316418507562797056;;38536;38119.11429788512;39178.575743803834;
1316418507585135104;;38536;38119.11429788512;39178.575743803834;
1316418507610054144;;38536;38119.11429788512;39178.575743803834;
1316418507633027072;;38513;38119.11429788512;39178.575743803834;
1316418507660465920;;38513;38119.11429788512;39178.575743803834;
1316418507681879040;;38485;38119.11429788512;39178.575743803834;
1316418507714092032;;38531;38119.11429788512;39178.575743803834;
1316418507754971136;;38439;38119.11429788512;39178.575743803834;
1316418507782283008;;38439;38119.11429788512;39178.575743803834;
1316418507789676032;;38439;38119.11429788512;39178.575743803834;
1316418507831015168;;38485;38119.11429788512;39178.575743803834;
1316418507853456896;;38485;38119.11429788512;39178.575743803834;
1316418507878258944;;38508;38119.11429788512;39178.575743803834;
1316418507904104960;;38439;38119.11429788512;39178.575743803834;
1316418507927521024;;38442;38119.11429788512;39178.575743803834;
1316418507953357056;;38437;38119.11429788512;39178.575743803834;
1316418507975969024;;38437;38119.11429788512;39178.575743803834;
1316418508004072960;;38414;38119.11429788512;39178.575743803834;
1316418508026048000;;38437;38119.11429788512;39178.575743803834;
1316418508052212992;;38345;38119.11429788512;39178.575743803834;
1316418508078744832;;38345;38119.11429788512;39178.575743803834;
1316418508102777856;;38414;38119.11429788512;39178.575743803834;
1316418508129726976;;38414;38119.11429788512;39178.575743803834;
1316418508153209856;;38391;38119.11429788512;39178.575743803834;
1316418508207924992;;38447;38119.11429788512;39178.575743803834;
1316418508231779072;;38401;38119.11429788512;39178.575743803834;
1316418508257283072;;38401;38119.11429788512;39178.575743803834;
1316418508281644032;;38378;38119.11429788512;39178.575743803834;
1316418508309132032;;38447;38119.11429788512;39178.575743803834;
1316418508336047872;;38401;38119.11429788512;39178.575743803834;
1316418508357830912;;38401;38119.11429788512;39178.575743803834;
1316418508386907136;;38355;38119.11429788512;39178.575743803834;
1316418508409142016;;38332;38119.11429788512;39178.575743803834;
1316418508436878848;;38383;38119.11429788512;39178.575743803834;
1316418508462894080;;38291;38119.11429788512;39178.575743803834;
1316418508485303040;;38246;38119.11429788512;39178.575743803834;
1316418508491848960;;38291;38119.11429788512;39178.575743803834;
1316418508516939008;;38210;38119.11429788512;39178.575743803834;
1316418508540205056;;38210;38119.11429788512;39178.575743803834;
1316418508566188032;;38256;38119.11429788512;39178.575743803834;
1316418508589715968;;38164;38119.11429788512;39178.575743803834;
1316418508685913088;;38210;38119.11429788512;39178.575743803834;
1316418508740286976;;38210;38119.11429788512;39178.575743803834;
1316418508770939136;;38141;38119.11429788512;39178.575743803834;
1316418508829103104;;38164;38119.11429788512;39178.575743803834;
1316418508860802816;;38164;38119.11429788512;39178.575743803834;
1316418508893945088;;38182;38119.11429788512;39178.575743803834;
1316418508929320960;;38062;38119.11429788512;39178.575743803834;
1316418508964256000;;38085;38119.11429788512;39178.575743803834;
1316418508996943104;;38085;38119.11429788512;39178.575743803834;
1316418509008670208;;38108;38119.11429788512;39178.575743803834;
1316418509018161920;;38062;38119.11429788512;39178.575743803834;
1316418509051266816;;38108;38119.11429788512;39178.575743803834;
1316418509086999040;;38113;38119.11429788512;39178.575743803834;
1316418509097882112;;38136;38119.11429788512;39178.575743803834;
1316418509134311936;;38182;38119.11429788512;39178.575743803834;
1316418509168937984;;38172;38119.11429788512;39178.575743803834;
1316418509225114112;;38149;38119.11429788512;39178.575743803834;
1316418509282927104;;38195;38119.11429788512;39178.575743803834;
1316418509343107840;;38195;38119.11429788512;39178.575743803834;
1316418509375843072;;38144;38119.11429788512;39178.575743803834;
1316418509410830848;;38144;38119.11429788512;39178.575743803834;
1316418509422187008;;38213;38119.11429788512;39178.575743803834;
1316418509477063936;;38167;38119.11429788512;39178.575743803834;
1316418509513320960;;38167;38119.11429788512;39178.575743803834;
1316418509547214080;;38167;38119.11429788512;39178.575743803834;
1316418509577747200;;38190;38119.11429788512;39178.575743803834;
1316418509613145088;;38144;38119.11429788512;39178.575743803834;
1316418509646876160;;38144;38119.11429788512;39178.575743803834;
1316418509684495872;;38121;38119.11429788512;39178.575743803834;
1316418509717654016;;38131;38119.11429788512;39178.575743803834;
1316418509764342016;;38085;38119.11429788512;39178.575743803834;
1316418509787076096;;38085;38119.11429788512;39178.575743803834;
1316418509793699072;;38108;38119.11429788512;39178.575743803834;
1316418509817253120;;38108;38119.11429788512;39178.575743803834;
1316418509874082048;;38108;38119.11429788512;39178.575743803834;
1316418509895226880;;38108;38119.11429788512;39178.575743803834;
1316418509921765120;;38108;38119.11429788512;39178.575743803834;
1316418509927941120;;38103;38119.11429788512;39178.575743803834;
1316418509954853120;;38103;38119.11429788512;39178.575743803834;
1316418509975783936;;38103;38119.11429788512;39178.575743803834;
1316418510002206208;;38126;38119.11429788512;39178.575743803834;
1316418510009664000;;38126;38119.11429788512;39178.575743803834;
1316418510032280832;;38149;38119.11429788512;39178.575743803834;
1316418510056132096;;38149;38119.11429788512;39178.575743803834;
1316418510083129856;;38149;38119.11429788512;39178.575743803834;
1316418510105009152;;38177;38119.11429788512;39178.575743803834;
1316418510130053120;;38177;38119.11429788512;39178.575743803834;
1316418510155051008;;38131;38119.11429788512;39178.575743803834;
1316418510202208000;;38200;38119.11429788512;39178.575743803834;
1316418510224504832;;38154;38119.11429788512;39178.575743803834;
1316418510250739200;;38200;38119.11429788512;39178.575743803834;
1316418510273684992;;38269;38119.11429788512;39178.575743803834;
1316418510298053888;;38269;38119.11429788512;39178.575743803834;
1316418510322931968;;38269;38119.11429788512;39178.575743803834;
1316418510355138048;;38223;38119.11429788512;39178.575743803834;
1316418510386877184;;38291;38119.11429788512;39178.575743803834;
1316418510414658048;;38200;38119.11429788512;39178.575743803834;
1316418510445337088;;38200;38119.11429788512;39178.575743803834;
1316418510473988096;;38200;38119.11429788512;39178.575743803834;
1316418510495954944;;38200;38119.11429788512;39178.575743803834;
1316418510548491008;;38223;38119.11429788512;39178.575743803834;
1316418510571901952;;38291;38119.11429788512;39178.575743803834;
1316418510596344064;;38291;38119.11429788512;39178.575743803834;
1316418510618334976;;38286;38119.11429788512;39178.575743803834;
1316418510645157120;;38261;38119.11429788512;39178.575743803834;
1316418510667934976;;38238;38119.11429788512;39178.575743803834;
1316418510708023040;;38238;38119.11429788512;39178.575743803834;
1316418510733707008;;38307;38119.11429788512;39178.575743803834;
1316418510755926016;;38307;38119.11429788512;39178.575743803834;
1316418510782551040;;38307;38119.11429788512;39178.575743803834;
1316418510806914048;;38307;38119.11429788512;39178.575743803834;
1316418510829741056;;38284;38119.11429788512;39178.575743803834;
1316418510855160832;;38294;38119.11429788512;39178.575743803834;
1316418510876960000;;38340;38119.11429788512;39178.575743803834;
1316418510886924032;;38340;38119.11429788512;39178.575743803834;
1316418510949046016;;38386;38119.11429788512;39178.575743803834;
1316418510975034880;;38317;38119.11429788512;39178.575743803834;
1316418510996793088;;38317;38119.11429788512;39178.575743803834;
1316418511006200064;;38340;38119.11429788512;39178.575743803834;
1316418511029794048;;38294;38119.11429788512;39178.575743803834;
1316418511053193216;;38317;38119.11429788512;39178.575743803834;
1316418511077959168;;38317;38119.11429788512;39178.575743803834;
1316418511103369984;;38337;38119.11429788512;39178.575743803834;
1316418511126995200;;38314;38119.11429788512;39178.575743803834;
1316418511151068928;;38314;38119.11429788512;39178.575743803834;
1316418511173129984;;38337;38119.11429788512;39178.575743803834;
1316418511200707072;;38337;38119.11429788512;39178.575743803834;
1316418511207909120;;38337;38119.11429788512;39178.575743803834;
1316418511231833856;;38337;38119.11429788512;39178.575743803834;
1316418511274686976;;38337;38119.11429788512;39178.575743803834;
1316418511297800192;;38457;38119.11429788512;39178.575743803834;
1316418511323878144;;38480;38119.11429788512;39178.575743803834;
1316418511346589184;;38480;38119.11429788512;39178.575743803834;
1316418511372956160;;38526;38119.11429788512;39178.575743803834;
1316418511405760000;;38526;38119.11429788512;39178.575743803834;
1316418511428323072;;38526;38119.11429788512;39178.575743803834;
1316418511453861120;;38526;38119.11429788512;39178.575743803834;
1316418511477216000;;38549;38119.11429788512;39178.575743803834;
1316418511522254080;;38480;38119.11429788512;39178.575743803834;
1316418511550829824;;38508;38119.11429788512;39178.575743803834;
1316418511580929024;;38493;38119.11429788512;39178.575743803834;
1316418511603156992;;38493;38119.11429788512;39178.575743803834;
1316418511652321024;;38493;38119.11429788512;39178.575743803834;
1316418511674767104;;38516;38119.11429788512;39178.575743803834;
1316418511702892032;;38447;38119.11429788512;39178.575743803834;
1316418511724579072;;38470;38119.11429788512;39178.575743803834;
1316418511765064960;;38470;38119.11429788512;39178.575743803834;
1316418511789733888;;38470;38119.11429788512;39178.575743803834;
1316418511813210112;;38511;38119.11429788512;39178.575743803834;
1316418511852833024;;38488;38119.11429788512;39178.575743803834;
1316418511880975872;;38511;38119.11429788512;39178.575743803834;
1316418511921644032;;38511;38119.11429788512;39178.575743803834;
1316418511942727168;;38488;38119.11429788512;39178.575743803834;
1316418512004887040;;38534;38119.11429788512;39178.575743803834;
1316418512026653952;;38534;38119.11429788512;39178.575743803834;
1316418512068794112;;38460;38119.11429788512;39178.575743803834;
1316418512095159040;;38460;38119.11429788512;39178.575743803834;
1316418512116865024;;38478;38119.11429788512;39178.575743803834;
1316418512143889920;;38524;38119.11429788512;39178.575743803834;
1316418512167787008;;38455;38119.11429788512;39178.575743803834;
1316418512191917824;;38455;38119.11429788512;39178.575743803834;
1316418512232832000;;38501;38119.11429788512;39178.575743803834;
1316418512256067072;;38501;38119.11429788512;39178.575743803834;
1316418512284545792;;38480;38119.11429788512;39178.575743803834;
1316418512316186880;;38435;38119.11429788512;39178.575743803834;
1316418512325256192;;38435;38119.11429788512;39178.575743803834;
1316418512374834944;;38480;38119.11429788512;39178.575743803834;
1316418512403844096;;38480;38119.11429788512;39178.575743803834;
1316418512427827968;;38480;38119.11429788512;39178.575743803834;
1316418512450490112;;38412;38119.11429788512;39178.575743803834;
1316418512475074048;;38458;38119.11429788512;39178.575743803834;
1316418512497852928;;38458;38119.11429788512;39178.575743803834;
1316418512524144896;;38480;38119.11429788512;39178.575743803834;
1316418512529933056;;38458;38119.11429788512;39178.575743803834;
1316418512555938048;;38572;38119.11429788512;39178.575743803834;
1316418512564873984;;38572;38119.11429788512;39178.575743803834;
1316418512587867904;;38572;38119.11429788512;39178.575743803834;
1316418512613758976;;38526;38119.11429788512;39178.575743803834;
1316418512637856000;;38572;38119.11429788512;39178.575743803834;
1316418512662460160;;38572;38119.11429788512;39178.575743803834;
1316418512708128000;;38595;38119.11429788512;39178.575743803834;
1316418512731965184;;38595;38119.11429788512;39178.575743803834;
1316418512755117824;;38595;38119.11429788512;39178.575743803834;
1316418512781969152;;38585;38119.11429788512;39178.575743803834;
1316418512825313024;;38562;38119.11429788512;39178.575743803834;
1316418512847322880;;38562;38119.11429788512;39178.575743803834;
1316418512872660992;;38562;38119.11429788512;39178.575743803834;
1316418512930531072;;38539;38119.11429788512;39178.575743803834;
1316418512973298176;;38608;38119.11429788512;39178.575743803834;
1316418512997208064;;38585;38119.11429788512;39178.575743803834;
1316418513023695872;;38608;38119.11429788512;39178.575743803834;
1316418513045880064;;38598;38119.11429788512;39178.575743803834;
1316418513051651072;;38575;38119.11429788512;39178.575743803834;
1316418513062315008;;38666;38119.11429788512;39178.575743803834;
1316418513120738048;;38666;38119.11429788512;39178.575743803834;
1316418513143841024;;38666;38119.11429788512;39178.575743803834;
1316418513168132096;;38712;38119.11429788512;39178.575743803834;
1316418513192871936;;38644;38119.11429788512;39178.575743803834;
1316418513216797184;;38644;38119.11429788512;39178.575743803834;
1316418513242796032;;38644;38119.11429788512;39178.575743803834;
1316418513267302144;;38638;38119.11429788512;39178.575743803834;
1316418513293025024;;38661;38119.11429788512;39178.575743803834;
1316418513320518912;;38661;38119.11429788512;39178.575743803834;
1316418513341940992;;38753;38119.11429788512;39178.575743803834;
1316418513371916032;;38730;38119.11429788512;39178.575743803834;
1316418513429904896;;38730;38119.11429788512;39178.575743803834;
1316418513453111040;;38707;38119.11429788512;39178.575743803834;
1316418513476370176;;38707;38119.11429788512;39178.575743803834;
1316418513503129088;;38753;38119.11429788512;39178.575743803834;
1316418513526321920;;38707;38119.11429788512;39178.575743803834;
1316418513552164096;;38753;38119.11429788512;39178.575743803834;
1316418513594089984;;38753;38119.11429788512;39178.575743803834;
1316418513621853952;;38753;38119.11429788512;39178.575743803834;
1316418513644066048;;38753;38119.11429788512;39178.575743803834;
1316418513669921024;;38753;38119.11429788512;39178.575743803834;
1316418513692882944;;38845;38119.11429788512;39178.575743803834;
1316418513717103104;;38799;38119.11429788512;39178.575743803834;
1316418513741955072;;38799;38119.11429788512;39178.575743803834;
1316418513766680832;;38822;38119.11429788512;39178.575743803834;
1316418513773734144;;38822;38119.11429788512;39178.575743803834;
1316418513801199872;;38867;38119.11429788512;39178.575743803834;
1316418513808120064;;38822;38119.11429788512;39178.575743803834;
1316418513848254976;;38845;38119.11429788512;39178.575743803834;
1316418513873654016;;38867;38119.11429788512;39178.575743803834;
1316418513895910912;;38913;38119.11429788512;39178.575743803834;
1316418513921995008;;38913;38119.11429788512;39178.575743803834;
1316418513962984192;;38799;38119.11429788512;39178.575743803834;
1316418513985160192;;38908;38119.11429788512;39178.575743803834;
1316418514025196032;;38862;38119.11429788512;39178.575743803834;
1316418514051964928;;38885;38119.11429788512;39178.575743803834;
1316418514073810176;;38839;38119.11429788512;39178.575743803834;
1316418514098308096;;38977;38119.11429788512;39178.575743803834;
1316418514121860864;;38977;38119.11429788512;39178.575743803834;
1316418514175149056;;38908;38119.11429788512;39178.575743803834;
1316418514234882048;;38898;38119.11429788512;39178.575743803834;
1316418514268474112;;38852;38119.11429788512;39178.575743803834;
1316418514304947968;;38944;38119.11429788512;39178.575743803834;
1316418514337773056;;38967;38119.11429788512;39178.575743803834;
1316418514369956864;;38967;38119.11429788512;39178.575743803834;
1316418514412360960;;38967;38119.11429788512;39178.575743803834;
1316418514446046976;;38961;38119.11429788512;39178.575743803834;
1316418514478210048;;38870;38119.11429788512;39178.575743803834;
1316418514511107072;;38870;38119.11429788512;39178.575743803834;
1316418514568347904;;38961;38119.11429788512;39178.575743803834;
1316418514602075136;;39053;38119.11429788512;39178.575743803834;
1316418514634852864;;39053;38119.11429788512;39178.575743803834;
1316418514692507904;;39094;38119.11429788512;39178.575743803834;
1316418514760577792;;39048;38119.11429788512;39178.575743803834;
1316418514783580160;;39139;38119.11429788512;39178.575743803834;
1316418514806934016;;39117;38119.11429788512;39178.575743803834;
1316418514855285760;;39117;38119.11429788512;39178.575743803834;
1316418514876880896;;39162;38119.11429788512;39178.575743803834;
1316418514903107840;;39208;38119.11429788512;39178.575743803834;
1316418514943340032;;39162;38119.11429788512;39178.575743803834;
1316418514966594816;;39162;38119.11429788512;39178.575743803834;
1316418514990957056;;39254;38119.11429788512;39178.575743803834;
1316418514998251008;;39185;38119.11429788512;39178.575743803834;
1316418515038448128;;39139;38119.11429788512;39178.575743803834;
1316418515062818048;;39139;38119.11429788512;39178.575743803834;
1316418515088197120;;39139;38119.11429788512;39178.575743803834;
1316418515125568000;;39117;38119.11429788512;39178.575743803834;
1316418515148909056;;39111;38119.11429788512;39178.575743803834;
1316418515212007936;;39134;38119.11429788512;39178.575743803834;
1316418515235126016;;39106;38119.11429788512;39178.575743803834;
1316418515260672000;;39106;38119.11429788512;39178.575743803834;
1316418515268979200;;39152;38119.11429788512;39178.575743803834;
1316418515295558912;;39152;38119.11429788512;39178.575743803834;
1316418515326514944;;39312;38119.11429788512;39178.575743803834;
1316418515351201024;;39244;38119.11429788512;39178.575743803834;
1316418515376292096;;39198;38119.11429788512;39178.575743803834;
1316418515398670848;;39221;38119.11429788512;39178.575743803834;
1316418515423803136;;39266;38119.11429788512;39178.575743803834;
1316418515446668032;;39358;38119.11429788512;39178.575743803834;
1316418515509818112;;39358;38119.11429788512;39178.575743803834;
1316418515525026048;;39404;38119.11429788512;39178.575743803834;
1316418515550923008;;39404;38119.11429788512;39178.575743803834;
1316418515572849152;;39427;38119.11429788512;39178.575743803834;
1316418515583324928;;39449;38119.11429788512;39178.575743803834;
1316418515607635968;;39449;38119.11429788512;39178.575743803834;
1316418515631972096;;39335;38119.11429788512;39178.575743803834;
1316418515653953024;;39358;38119.11429788512;39178.575743803834;
1316418515681963008;;39289;38119.11429788512;39178.575743803834;
1316418515704274944;;39358;38119.11429788512;39178.575743803834;
1316418515730451968;;39358;38119.11429788512;39178.575743803834;
1316418515754117120;;39266;38119.11429788512;39178.575743803834;
1316418515762775808;;39358;38119.11429788512;39178.575743803834;
1316418515785252096;;39381;38119.11429788512;39178.575743803834;
1316418515810725888;;39449;38119.11429788512;39178.575743803834;
1316418515817712128;;39472;38119.11429788512;39178.575743803834;
1316418515843249152;;39358;38119.11429788512;39178.575743803834;
1316418515865842944;;39427;38119.11429788512;39178.575743803834;
1316418515918781952;;39477;38119.11429788512;39178.575743803834;
1316418515943873792;;39363;38119.11429788512;39178.575743803834;
1316418515966939904;;39432;38119.11429788512;39178.575743803834;
1316418515991727104;;39386;38119.11429788512;39178.575743803834;
1316418516015113984;;39432;38119.11429788512;39178.575743803834;
1316418516023876864;;39472;38119.11429788512;39178.575743803834;
1316418516045723904;;39472;38119.11429788512;39178.575743803834;
1316418516070242816;;39449;38119.11429788512;39178.575743803834;
1316418516106326016;;39358;38119.11429788512;39178.575743803834;
1316418516129259008;;39427;38119.11429788512;39178.575743803834;
1316418516164913920;;39421;38119.11429788512;39178.575743803834;
1316418516189363968;;39467;38119.11429788512;39178.575743803834;
1316418516246802176;;39467;38119.11429788512;39178.575743803834;
1316418516271586816;;39467;38119.11429788512;39178.575743803834;
1316418516294183936;;39398;38119.11429788512;39178.575743803834;
1316418516336884992;;39398;38119.11429788512;39178.575743803834;
1316418516364801024;;39398;38119.11429788512;39178.575743803834;
1316418516386684928;;39421;38119.11429788512;39178.575743803834;
1316418516396265984;;39490;38119.11429788512;39178.575743803834;
1316418516418945024;;39490;38119.11429788512;39178.575743803834;
1316418516446191104;;39490;38119.11429788512;39178.575743803834;
1316418516468913920;;39536;38119.11429788512;39178.575743803834;
1316418516501018880;;39467;38119.11429788512;39178.575743803834;
1316418516528012032;;39490;38119.11429788512;39178.575743803834;
1316418516535002880;;39490;38119.11429788512;39178.575743803834;
1316418516556840960;;39467;38119.11429788512;39178.575743803834;
1316418516584736000;;39513;38119.11429788512;39178.575743803834;
1316418516591275008;;39467;38119.11429788512;39178.575743803834;
1316418516648925952;;39508;38119.11429788512;39178.575743803834;
1316418516683054080;;39439;38119.11429788512;39178.575743803834;
1316418516725214976;;39485;38119.11429788512;39178.575743803834;
1316418516763736064;;39508;38119.11429788512;39178.575743803834;
1316418516801011968;;39531;38119.11429788512;39178.575743803834;
1316418516832235008;;39553;38119.11429788512;39178.575743803834;
1316418516857912064;;39531;38119.11429788512;39178.575743803834;
1316418516882961920;;39551;38119.11429788512;39178.575743803834;
1316418516907102208;;39574;38119.11429788512;39178.575743803834;
1316418516929138944;;39597;38119.11429788512;39178.575743803834;
1316418516969664000;;39597;38119.11429788512;39178.575743803834;
1316418516995697920;;39597;38119.11429788512;39178.575743803834;
1316418517017666048;;39597;38119.11429788512;39178.575743803834;
1316418517026006016;;39597;38119.11429788512;39178.575743803834;
1316418517050977024;;39620;38119.11429788512;39178.575743803834;
1316418517058099968;;39597;38119.11429788512;39178.575743803834;
1316418517084190976;;39620;38119.11429788512;39178.575743803834;
1316418517107985920;;39528;38119.11429788512;39178.575743803834;
1316418517132233984;;39531;38119.11429788512;39178.575743803834;
1316418517154927104;;39553;38119.11429788512;39178.575743803834;
1316418517181166848;;39553;38119.11429788512;39178.575743803834;
1316418517207344128;;39576;38119.11429788512;39178.575743803834;
1316418517230030080;;39576;38119.11429788512;39178.575743803834;
1316418517237276160;;39576;38119.11429788512;39178.575743803834;
1316418517248628992;;39645;38119.11429788512;39178.575743803834;
1316418517270184960;;39622;38119.11429788512;39178.575743803834;
1316418517294584064;;39691;38119.11429788512;39178.575743803834;
1316418517320986880;;39691;38119.11429788512;39178.575743803834;
1316418517348125952;;39668;38119.11429788512;39178.575743803834;
1316418517371964928;;39663;38119.11429788512;39178.575743803834;
1316418517395813888;;39663;38119.11429788512;39178.575743803834;
1316418517422006016;;39663;38119.11429788512;39178.575743803834;
1316418517443881984;;39663;38119.11429788512;39178.575743803834;
1316418517469975040;;39754;38119.11429788512;39178.575743803834;
1316418517492176128;;39731;38119.11429788512;39178.575743803834;
1316418517524168960;;39685;38119.11429788512;39178.575743803834;
1316418517550834944;;39823;38119.11429788512;39178.575743803834;
1316418517572802048;;39782;38119.11429788512;39178.575743803834;
1316418517634216960;;39736;38119.11429788512;39178.575743803834;
1316418517694040064;;39736;38119.11429788512;39178.575743803834;
1316418517731072000;;39828;38119.11429788512;39178.575743803834;
1316418517762841856;;39782;38119.11429788512;39178.575743803834;
1316418517772228864;;39736;38119.11429788512;39178.575743803834;
